Disease Name	Most General MONDO ID	Most General Label
Peroxisomal Biogenesis Disorder (Zellweger spectrum)	MONDO:0019609	Zellweger spectrum disorders
Peroxisomal Biogenesis Disorders (Zellweger Spectrum)	MONDO:0019609	Zellweger spectrum disorders
Peroxisomal Biogenesis Disorders (Zellweger spectrum disorders)	MONDO:0019609	Zellweger spectrum disorders
Peroxisomal biogenesis disorder (Zellweger spectrum disorder)	MONDO:0019234	peroxisome biogenesis disorder
Peroxisomal biogenesis disorder (Zellweger spectrum)	MONDO:0019609	Zellweger spectrum disorders
Peroxisomal biogenesis disorder (Zellweger syndrome)	MONDO:0019234	peroxisome biogenesis disorder
Peroxisomal biogenesis disorders (Zellweger spectrum disorders)	MONDO:0019609	Zellweger spectrum disorders
Peroxisomal biogenesis disorders (Zellweger spectrum)	MONDO:0019609	Zellweger spectrum disorders
Peroxisomal biogenesis disorders (e.g., Zellweger spectrum disorders)	MONDO:0019609	Zellweger spectrum disorders
Peroxisomal biogenesis disorders (e.g., Zellweger syndrome)	MONDO:0019234	peroxisome biogenesis disorder
Peroxisomal disorder	MONDO:0019053	peroxisomal disease
Peroxisomal disorder (e.g., Zellweger syndrome)	MONDO:0100259	peroxisome biogenesis disorder due to PEX1 defect
Peroxisomal disorders	MONDO:0019053	peroxisomal disease
Peroxisomal disorders (e.g., Zellweger spectrum disorders)	MONDO:0019609	Zellweger spectrum disorders
Peroxisomal disorders (e.g., Zellweger syndrome)	MONDO:0019609	Zellweger spectrum disorders
Peroxisome biogenesis disorder (Zellweger spectrum disorder)	MONDO:0019234	peroxisome biogenesis disorder
Peroxisome biogenesis disorder (Zellweger spectrum)	MONDO:0019234	peroxisome biogenesis disorder
Peroxisome biogenesis disorders (Zellweger spectrum)	MONDO:0019609	Zellweger spectrum disorders
Perrault syndrome	MONDO:0017312	Perrault syndrome
Peutz-Jeghers syndrome	MONDO:0008280	Peutz-Jeghers syndrome
Pfeiffer Syndrome	MONDO:0007043	Pfeiffer syndrome
Pfeiffer syndrome	MONDO:0007043	Pfeiffer syndrome
Phelan-McDermid Syndrome	MONDO:0011652	Phelan-McDermid syndrome
Phelan-McDermid Syndrome (22q13 Deletion Syndrome)	MONDO:0011652	Phelan-McDermid syndrome
Phelan-McDermid Syndrome (22q13.3 Deletion Syndrome)	MONDO:0011652	Phelan-McDermid syndrome
Phelan-McDermid syndrome	MONDO:0011652	Phelan-McDermid syndrome
Phelan-McDermid syndrome (22q13 deletion syndrome)	MONDO:0011652	Phelan-McDermid syndrome
Phelan-McDermid syndrome (22q13.3 deletion syndrome)	MONDO:0011652	Phelan-McDermid syndrome
Phelan-McDermid syndrome (SHANK3 deletion)	MONDO:0011652	Phelan-McDermid syndrome
Phenylketonuria	MONDO:0009861	phenylketonuria
Phenylketonuria (PKU)	MONDO:0009861	phenylketonuria
Phenylketonuria (untreated)	MONDO:0019259	classic phenylketonuria
Phenylketonuria (with treatment compliance)	MONDO:0019259	classic phenylketonuria
Phosphoserine aminotransferase deficiency	MONDO:0012596	PSAT deficiency
Phosphoserine phosphatase deficiency	MONDO:0013531	PSPH deficiency
Piebaldism	MONDO:0008244	piebaldism
Pierre Robin sequence	MONDO:0009869	isolated Pierre-Robin syndrome
Pierre Robin sequence (without cleft palate)	HP:0000201	Pierre-Robin sequence
Pierson syndrome	MONDO:0012184	Pierson syndrome
Pitt-Hopkins Syndrome	MONDO:0012589	Pitt-Hopkins syndrome
Pitt-Hopkins syndrome	MONDO:0012589	Pitt-Hopkins syndrome
Pituitary gigantism	MONDO:0020479	pituitary gigantism
Pityriasis rubra pilaris	MONDO:0100017	pityriasis rubra pilaris
Platelet-type von Willebrand disease	MONDO:0008332	platelet-type von Willebrand disease
Poikiloderma with Neutropenia (Clericuzio-type)	MONDO:0011405	poikiloderma with neutropenia
Poland Syndrome	MONDO:0008262	Poland syndrome
Poland syndrome	MONDO:0008262	Poland syndrome
Polyarteritis Nodosa (PAN)	MONDO:0019170	polyarteritis nodosa
Polyarteritis nodosa	MONDO:0019170	polyarteritis nodosa
Polyarteritis nodosa (PAN)	MONDO:0019170	polyarteritis nodosa
Polycystic Kidney Disease	MONDO:0020642	polycystic kidney disease
Polycystic kidney disease	MONDO:0020642	polycystic kidney disease
Polycythemia vera	MONDO:0009891	acquired polycythemia vera
Polyglandular Autoimmune Syndrome Type 2	MONDO:0010012	autoimmune polyendocrinopathy type 2
Polyglandular Autoimmune Syndrome Type 2 (APS2)	MONDO:0010012	autoimmune polyendocrinopathy type 2
Polymicrogyria	MONDO:0000087	polymicrogyria
Polymicrogyria due to TUBB2B Mutation	MONDO:0012399	complex cortical dysplasia with other brain malformations 7
Polymicrogyria due to TUBB2B Mutations	MONDO:0700044	TUBB2A-related tubulinopathy
Polymicrogyria with Microcephaly syndrome (e.g., due to WDR62 mutations)	MONDO:0013172	polymicrogyria with optic nerve hypoplasia
Polymyositis	MONDO:0019127	polymyositis
Polysplenia syndrome	MONDO:0008832	right atrial isomerism
Pompe Disease	MONDO:0009290	glycogen storage disease II
Pompe Disease (Glycogen Storage Disease Type II)	MONDO:0002413	glycogen storage disease I
Pompe disease	MONDO:0009290	glycogen storage disease II
Pompe disease (Glycogen Storage Disease Type II)	MONDO:0002413	glycogen storage disease I
Pompe disease (Glycogen storage disease Type II)	MONDO:0002413	glycogen storage disease I
Pompe disease (Glycogen storage disease type II)	MONDO:0002413	glycogen storage disease I
Pompe disease (glycogen storage disease type II)	MONDO:0009865	glycogen storage disease due to phosphoglycerate mutase deficiency
Pontocerebellar Hypoplasia	MONDO:0020135	pontocerebellar hypoplasia
Pontocerebellar Hypoplasia (PCH)	MONDO:0020135	pontocerebellar hypoplasia
Pontocerebellar Hypoplasia Type 2	MONDO:0016759	pontocerebellar hypoplasia type 2
Pontocerebellar Hypoplasia type 6	MONDO:0012683	pontocerebellar hypoplasia type 6
Pontocerebellar hypoplasia	MONDO:0020135	pontocerebellar hypoplasia
Pontocerebellar hypoplasia type 2	MONDO:0016759	pontocerebellar hypoplasia type 2
Pontocerebellar hypoplasia type 6	MONDO:0012683	pontocerebellar hypoplasia type 6
Popliteal pterygium syndrome	MONDO:0017435	popliteal pterygium syndrome
Poretti-Boltshauser syndrome	MONDO:0014419	ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome
Porokeratosis punctata palmaris et plantaris	MONDO:0008292	punctate palmoplantar keratoderma type 2
Porphyria	MONDO:0037939	porphyria
Posterior Polymorphous Corneal Dystrophy	MONDO:0020364	posterior polymorphous corneal dystrophy
Posterior polymorphous corneal dystrophy	MONDO:0020364	posterior polymorphous corneal dystrophy
Potocki-Lupski syndrome	MONDO:0012574	Potocki-Lupski syndrome
Prader-Willi Syndrome	MONDO:0008300	Prader-Willi syndrome
Prader-Willi syndrome	MONDO:0008300	Prader-Willi syndrome
Preaxial polydactyly type II	MONDO:0017425	preaxial polydactyly of fingers
Primary Autosomal Recessive Microcephaly	MONDO:0016660	autosomal recessive primary microcephaly
Primary Autosomal Recessive Microcephaly (MCPH)	MONDO:0016660	autosomal recessive primary microcephaly
Primary Carnitine Deficiency	MONDO:0008919	systemic primary carnitine deficiency disease
Primary Carnitine Deficiency (Carnitine Transporter Deficiency)	MONDO:0008918	carnitine-acylcarnitine translocase deficiency
Primary Ciliary Dyskinesia	MONDO:0016575	primary ciliary dyskinesia
Primary Ciliary Dyskinesia (Kartagener's syndrome)	MONDO:0016575	primary ciliary dyskinesia
Primary Ciliary Dyskinesia (PCD)	MONDO:0016575	primary ciliary dyskinesia
Primary Hyperoxaluria Type I	MONDO:0009823	primary hyperoxaluria type 1
Primary Hyperoxaluria Type II	MONDO:0009824	primary hyperoxaluria type 2
Primary Hyperoxaluria Type III	MONDO:0013327	primary hyperoxaluria type 3
Primary Lateral Sclerosis	MONDO:0018155	lateral sclerosis
Primary Lateral Sclerosis (PLS)	MONDO:0018155	lateral sclerosis
Primary Lateral Sclerosis (juvenile onset)	MONDO:0011663	juvenile primary lateral sclerosis
Primary autosomal recessive microcephaly (MCPH)	MONDO:0016660	autosomal recessive primary microcephaly
Primary carnitine deficiency	MONDO:0008919	systemic primary carnitine deficiency disease
Primary ciliary dyskinesia	MONDO:0016575	primary ciliary dyskinesia
Primary ciliary dyskinesia (Kartagener syndrome)	MONDO:0012087	primary ciliary dyskinesia 4
Primary coenzyme Q10 deficiency due to COQ gene mutations	MONDO:0014754	primary coenzyme Q10 deficiency 8
Primary hyperoxaluria	MONDO:0002474	primary hyperoxaluria
Primary hyperoxaluria Type I	MONDO:0009823	primary hyperoxaluria type 1
Primary hyperoxaluria type 1	MONDO:0009823	primary hyperoxaluria type 1
Primary hyperoxaluria type I	MONDO:0009823	primary hyperoxaluria type 1
Primary hyperparathyroidism	MONDO:0010837	primary hyperparathyroidism
Primary idiopathic distal renal tubular acidosis	MONDO:0008369	proximal renal tubular acidosis
Primary lateral sclerosis	MONDO:0018155	lateral sclerosis
Primary lateral sclerosis (PLS)	MONDO:0018155	lateral sclerosis
Primary lateral sclerosis (juvenile form)	MONDO:0011663	juvenile primary lateral sclerosis
Primary lateral sclerosis (juvenile onset)	MONDO:0011663	juvenile primary lateral sclerosis
Primary microcephaly	MONDO:0016056	isolated congenital microcephaly
Primary myelofibrosis	MONDO:0009692	primary myelofibrosis
Primary ovarian insufficiency (POI)	MONDO:0021950	autoimmune oophoritis
Primary systemic carnitine deficiency	MONDO:0008919	systemic primary carnitine deficiency disease
Primrose syndrome	MONDO:0009798	Primrose syndrome
Progeroid Ehlers-Danlos syndrome	MONDO:0007526	Ehlers-Danlos syndrome, spondylodysplastic type
Progeroid Syndrome	MONDO:0015333	progeroid syndrome
Progeroid Syndromes	MONDO:0015333	progeroid syndrome
Progeroid Type Ehlers-Danlos Syndrome	MONDO:0007526	Ehlers-Danlos syndrome, spondylodysplastic type
Progressive Bulbar Palsy	MONDO:0008890	progressive bulbar palsy
Progressive External Ophthalmoplegia (PEO)	MONDO:0005181	progressive external ophthalmoplegia
Progressive Familial Heart Block Type I	MONDO:0007240	progressive familial heart block, type 1A
Progressive Familial Heart Block type I	MONDO:0007240	progressive familial heart block, type 1A
Progressive Familial Intrahepatic Cholestasis	MONDO:0015762	progressive familial intrahepatic cholestasis
Progressive Familial Intrahepatic Cholestasis (PFIC)	MONDO:0015762	progressive familial intrahepatic cholestasis
Progressive Muscular Atrophy	MONDO:0018687	progressive muscular atrophy
Progressive Myoclonic Epilepsy (Unverricht-Lundborg Disease)	MONDO:0020074	progressive myoclonus epilepsy
Progressive Pseudorheumatoid Dysplasia	MONDO:0008827	progressive pseudorheumatoid arthropathy of childhood
Progressive Supranuclear Palsy	MONDO:0019037	progressive supranuclear palsy
Progressive external ophthalmoplegia	MONDO:0005181	progressive external ophthalmoplegia
Progressive familial heart block type I	MONDO:0007240	progressive familial heart block, type 1A
Progressive familial intrahepatic cholestasis	MONDO:0015762	progressive familial intrahepatic cholestasis
Progressive familial intrahepatic cholestasis (PFIC)	MONDO:0015762	progressive familial intrahepatic cholestasis
Progressive familial intrahepatic cholestasis type 3	MONDO:0011214	progressive familial intrahepatic cholestasis type 3
Progressive muscular atrophy	MONDO:0018687	progressive muscular atrophy
Progressive myoclonic epilepsy	MONDO:0020074	progressive myoclonus epilepsy
Progressive myoclonus epilepsies	MONDO:0020074	progressive myoclonus epilepsy
Progressive osseous heteroplasia	MONDO:0008153	progressive osseous heteroplasia
Progressive supranuclear palsy	MONDO:0019037	progressive supranuclear palsy
Propionic Acidemia	MONDO:0011628	propionic acidemia
Propionic acidemia	MONDO:0011628	propionic acidemia
Proteus syndrome	MONDO:0008318	Proteus syndrome
Proximal renal tubular acidosis (Type 2 RTA)	MONDO:0008369	proximal renal tubular acidosis
Pseudo-TORCH syndrome	MONDO:0009626	pseudo-TORCH syndrome
Pseudoachondroplasia	MONDO:0008322	pseudoachondroplasia
Pseudohypoparathyroidism	MONDO:0019992	pseudohypoparathyroidism
Pseudohypoparathyroidism (Albright Hereditary Osteodystrophy)	MONDO:0012912	pseudopseudohypoparathyroidism
Pseudohypoparathyroidism (Albright hereditary osteodystrophy)	MONDO:0012912	pseudopseudohypoparathyroidism
Pseudohypoparathyroidism Type 1a	MONDO:0007078	pseudohypoparathyroidism type 1A
Pseudohypoparathyroidism Type IA (Albright hereditary osteodystrophy)	MONDO:0012911	pseudohypoparathyroidism type 1C
Pseudohypoparathyroidism Type Ib	MONDO:0011301	pseudohypoparathyroidism type 1B
Pseudohypoparathyroidism type 1a (Albright hereditary osteodystrophy)	MONDO:0012911	pseudohypoparathyroidism type 1C
Pseudohypoparathyroidism type Ia	MONDO:0007078	pseudohypoparathyroidism type 1A
Pseudohypoparathyroidism type Ia (Albright hereditary osteodystrophy)	MONDO:0012911	pseudohypoparathyroidism type 1C
Pseudohypoparathyroidism type Ib	MONDO:0011301	pseudohypoparathyroidism type 1B
Pseudopseudohypoparathyroidism	MONDO:0012912	pseudopseudohypoparathyroidism
Pseudoxanthoma Elasticum	MONDO:0024308	pseudoxanthoma elasticum (inherited or acquired)
Pseudoxanthoma elasticum	MONDO:0024308	pseudoxanthoma elasticum (inherited or acquired)
Psoriatic juvenile idiopathic arthritis	MONDO:0019436	psoriasis-related juvenile idiopathic arthritis
Pulmonary Fibrosis due to RTEL1 mutation	MONDO:0014613	pulmonary fibrosis and/or bone marrow failure, Telomere-related, 3
Pulmonary Fibrosis due to TERC mutation	MONDO:0013878	pulmonary fibrosis and/or bone marrow failure, Telomere-related, 1
Pulmonary fibrosis due to TERT gene mutation	MONDO:0013878	pulmonary fibrosis and/or bone marrow failure, Telomere-related, 1
Punctate palmoplantar keratoderma type I	MONDO:0019332	punctate palmoplantar keratoderma type 1
Punctate palmoplantar keratoderma type I (Buschke-Fischer disease)	MONDO:0019332	punctate palmoplantar keratoderma type 1
Punctate palmoplantar keratoderma type I (Buschke-Fischer-Brauer disease)	MONDO:0019332	punctate palmoplantar keratoderma type 1
Punctate palmoplantar keratoderma type II (Porokeratosis punctata palmaris et plantaris)	MONDO:0008292	punctate palmoplantar keratoderma type 2
Pure Hair and Nail Ectodermal Dysplasia	MONDO:0019071	pure hair and nail ectodermal dysplasia
Pure hereditary spastic paraplegia (HSP)	MONDO:0019064	hereditary spastic paraplegia
Purine Nucleoside Phosphorylase (PNP) Deficiency	MONDO:0013171	purine nucleoside phosphorylase deficiency
Purine Nucleoside Phosphorylase (PNP) deficiency	MONDO:0013171	purine nucleoside phosphorylase deficiency
Purine nucleoside phosphorylase (PNP) deficiency	MONDO:0013171	purine nucleoside phosphorylase deficiency
Purine nucleoside phosphorylase deficiency	MONDO:0013171	purine nucleoside phosphorylase deficiency
Pycnodysostosis	MONDO:0009940	pycnodysostosis
Pyknodysostosis	MONDO:0009940	pycnodysostosis
Pyle disease	MONDO:0009943	Pyle disease
Pyle disease (metaphyseal dysplasia)	MONDO:0009943	Pyle disease
Pyridoxal 5'-phosphate-dependent epilepsy	MONDO:0012407	pyridoxal phosphate-responsive seizures
Pyridoxine-Dependent Epilepsy	MONDO:0009945	pyridoxine-dependent epilepsy
Pyridoxine-dependent Epilepsy	MONDO:0009945	pyridoxine-dependent epilepsy
Pyridoxine-dependent epilepsy	MONDO:0009945	pyridoxine-dependent epilepsy
Pyridoxine-dependent epilepsy (ALDH7A1 deficiency)	MONDO:0020741	pyridoxine-dependent epilepsy caused by ALDH7A1 mutant
Pyruvate Carboxylase Deficiency	MONDO:0009949	pyruvate carboxylase deficiency disease
Pyruvate Dehydrogenase Complex Deficiency	MONDO:0019169	pyruvate dehydrogenase deficiency
Pyruvate Dehydrogenase Complex deficiency	MONDO:0019169	pyruvate dehydrogenase deficiency
Pyruvate Dehydrogenase Deficiency	MONDO:0019169	pyruvate dehydrogenase deficiency
Pyruvate carboxylase deficiency	MONDO:0009949	pyruvate carboxylase deficiency disease
Pyruvate dehydrogenase complex deficiency	MONDO:0019169	pyruvate dehydrogenase deficiency
Pyruvate dehydrogenase deficiency	MONDO:0019169	pyruvate dehydrogenase deficiency
Pyruvate kinase deficiency	MONDO:0009950	pyruvate kinase deficiency of red cells
RAG1/RAG2 Deficiency	MONDO:0000573	recombinase activating gene 2 deficiency
RFT1-CDG (Congenital Disorder of Glycosylation Type In)	MONDO:0012783	RFT1-congenital disorder of glycosylation
RRM2B-related mitochondrial DNA depletion syndrome	MONDO:0012792	mitochondrial DNA depletion syndrome 8a
RYR1-Related Myopathy	MONDO:0100150	RYR1-related myopathy
RYR1-related myopathy	MONDO:0100150	RYR1-related myopathy
Rabson-Mendenhall Syndrome	MONDO:0009874	Rabson-Mendenhall syndrome
Rabson-Mendenhall syndrome	MONDO:0009874	Rabson-Mendenhall syndrome
Radioulnar synostosis with amegakaryocytic thrombocytopenia	MONDO:0011555	radio-ulnar synostosis-amegakaryocytic thrombocytopenia syndrome
Radioulnar synostosis with cardiac anomalies	MONDO:0017985	congenital radioulnar synostosis
Radioulnar synostosis with intellectual disability syndrome	MONDO:0011320	radioulnar synostosis-microcephaly-scoliosis syndrome
Rapp-Hodgkin syndrome	MONDO:0007508	Rapp-Hodgkin syndrome
Rasmussen's encephalitis	MONDO:0016019	Rasmussen subacute encephalitis
Red-Green Color Blindness	MONDO:0010564	red-green color blindness
Refractive errors (e.g., myopia, hyperopia, astigmatism)	MONDO:0004892	refractive error
Refsum Disease	MONDO:0009958	adult Refsum disease
Refsum disease	MONDO:0009958	adult Refsum disease
Renal Coloboma Syndrome (Papillorenal Syndrome)	MONDO:0007352	renal coloboma syndrome
Renal Cysts and Diabetes Syndrome (HNF1B-MODY, also known as MODY5)	MONDO:0007669	renal cysts and diabetes syndrome
Renal Cysts and Diabetes Syndrome (HNF1B-related disease)	MONDO:0007669	renal cysts and diabetes syndrome
Renal coloboma syndrome	MONDO:0007352	renal coloboma syndrome
Renal coloboma syndrome (PAX2 mutations)	MONDO:0007352	renal coloboma syndrome
Renal coloboma syndrome (Papillorenal syndrome)	MONDO:0007352	renal coloboma syndrome
Renal tubular acidosis	MONDO:0001909	renal tubular acidosis
Renal-coloboma syndrome (PAX2-related disorder)	MONDO:0007352	renal coloboma syndrome
Restrictive Dermopathy	MONDO:0031213	restrictive dermopathy
Reticular Dysgenesis	MONDO:0009973	reticular dysgenesis
Reticular dysgenesis	MONDO:0009973	reticular dysgenesis
Retinal detachment	MONDO:0008375	retinal detachment
Retinal dystrophy	MONDO:0019118	inherited retinal dystrophy
Retinitis Pigmentosa	MONDO:0019200	retinitis pigmentosa
Retinitis Pigmentosa (early-onset form)	MONDO:0009987	autosomal recessive pericentral pigmentary retinopathy
Retinitis Punctata Albescens	MONDO:0007639; MONDO:0018877; MONDO:0100443; MONDO:0100444 (no common general term found)	retinitis punctata albescens; fundus albipunctatus; RDH5-related retinopathy; RLBP1-related retinopathy
Retinitis pigmentosa	MONDO:0019200	retinitis pigmentosa
Retinitis pigmentosa (early-onset form)	MONDO:0019200	retinitis pigmentosa
Retinitis pigmentosa (early-onset forms)	MONDO:0009987	autosomal recessive pericentral pigmentary retinopathy
Retinitis pigmentosa (early-onset)	MONDO:0008381	dominant pericentral pigmentary retinopathy
Rett Syndrome	MONDO:0010726	Rett syndrome
Rett syndrome	MONDO:0010726	Rett syndrome
Rett syndrome (MECP2 mutation)	MONDO:0010726	Rett syndrome
Rett syndrome (atypical cases without seizures)	MONDO:0017746	atypical Rett syndrome
Rett syndrome (atypical or male variant)	MONDO:0010726	Rett syndrome
Rett syndrome (atypical presentation)	MONDO:0017746	atypical Rett syndrome
Rett syndrome (in males with MECP2 mutations)	MONDO:0010726	Rett syndrome
Revesz syndrome	MONDO:0009990	Revesz syndrome
Reye syndrome	MONDO:0005942	Reye syndrome
Reye's syndrome	MONDO:0005942	Reye syndrome
Rh-null syndrome	MONDO:0019107	Rh deficiency syndrome
Rhabdoid Tumor Predisposition Syndrome Type 1	MONDO:0012252	rhabdoid tumor predisposition syndrome 1
Rhabdoid Tumor Predisposition Syndrome Type 2	MONDO:0013224	rhabdoid tumor predisposition syndrome 2
Rheumatoid arthritis	MONDO:0008383	rheumatoid arthritis
Rhodopsin-related retinal dystrophy	HP:0000556	Retinal dystrophy
Richieri-Costa-Pereira syndrome	MONDO:0009998	Richieri Costa-Pereira syndrome
Rieger syndrome (Axenfeld-Rieger syndrome)	MONDO:0019187	Axenfeld-Rieger syndrome
Right atrial isomerism (Asplenia syndrome)	MONDO:0008832	right atrial isomerism
Rigid Spine Muscular Dystrophy	MONDO:0011271	rigid spine muscular dystrophy 1
Rigid Spine Muscular Dystrophy (RSMD1)	MONDO:0011271	rigid spine muscular dystrophy 1
Rigid Spine Muscular Dystrophy (SEPN1-related Myopathy)	MONDO:0011271	rigid spine muscular dystrophy 1
Rigid Spine Muscular Dystrophy (SEPN1-related myopathy)	MONDO:0011271	rigid spine muscular dystrophy 1
Rigid spine muscular dystrophy	MONDO:0011271	rigid spine muscular dystrophy 1
Rigid spine muscular dystrophy (RSMD1/SEPN1-related myopathy)	MONDO:0011271	rigid spine muscular dystrophy 1
Ring Chromosome 20 Syndrome	MONDO:0015436	ring chromosome 20
Ring chromosome 14 syndrome	MONDO:0014708	ring chromosome 14
Ring chromosome 20 syndrome	MONDO:0015436	ring chromosome 20
Rippling muscle disease	MONDO:0011634	rippling muscle disease
Ritscher-Schinzel Syndrome (3C Syndrome)	MONDO:0019078	Ritscher-Schinzel syndrome
Ritscher-Schinzel syndrome	MONDO:0019078	Ritscher-Schinzel syndrome
Ritscher-Schinzel syndrome (3C syndrome)	MONDO:0019078	Ritscher-Schinzel syndrome
Roberts Syndrome	MONDO:0100253	Roberts-SC phocomelia syndrome
Roberts syndrome	MONDO:0100253	Roberts-SC phocomelia syndrome
Robinow syndrome	MONDO:0019978	Robinow syndrome
Roifman Syndrome	MONDO:0014722	Roifman syndrome
Roifman syndrome	MONDO:0014722	Roifman syndrome
Rombo Syndrome	MONDO:0008390	Rombo syndrome
Rombo syndrome	MONDO:0008390	Rombo syndrome
Rothmund-Thomson syndrome	MONDO:0010002	Rothmund-Thomson syndrome
Rubella embryopathy (congenital rubella)	MONDO:0017361	congenital rubella syndrome
Rubinstein-Taybi Syndrome	MONDO:0019188	Rubinstein-Taybi syndrome
Rubinstein-Taybi syndrome	MONDO:0019188	Rubinstein-Taybi syndrome
Rubinstein–Taybi syndrome	MONDO:0019188	Rubinstein-Taybi syndrome
Russell-Silver syndrome	MONDO:0008394	Silver-Russell syndrome
S-Adenosylhomocysteine hydrolase deficiency	MONDO:0013404	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase
S-adenosylhomocysteine hydrolase deficiency	MONDO:0013404	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase
SATB2-associated syndrome	MONDO:0100147	SATB2 associated disorder
SCN1A-related Epileptic Encephalopathy	MONDO:0100079	developmental and epileptic encephalopathy, 6
SCN1A-related epilepsy (Dravet syndrome)	MONDO:0100135	Dravet syndrome
SCN1A-related epilepsy (GEFS+)	MONDO:0011461	generalized epilepsy with febrile seizures plus, type 2
SCN1A-related epileptic encephalopathy	MONDO:0100079	developmental and epileptic encephalopathy, 6
SCN1A-related epileptic encephalopathy (Dravet syndrome)	MONDO:0100079	developmental and epileptic encephalopathy, 6
SCN1A-related febrile seizures with developmental delay	MONDO:0100079	developmental and epileptic encephalopathy, 6
SCN2A-Related Benign Neonatal Epilepsy	MONDO:0011904	seizures, benign familial infantile, 3
SCN2A-Related Early-Onset Epileptic Encephalopathy	MONDO:0013388	developmental and epileptic encephalopathy, 11
SCN2A-Related Epilepsy	MONDO:0011904	seizures, benign familial infantile, 3
SCN2A-Related Epileptic Encephalopathy	MONDO:0013388	developmental and epileptic encephalopathy, 11
SCN2A-Related Infantile Epilepsy	MONDO:0011904	seizures, benign familial infantile, 3
SCN2A-related Epilepsy	MONDO:0011904	seizures, benign familial infantile, 3
SCN2A-related Epileptic Encephalopathy	MONDO:0013388	developmental and epileptic encephalopathy, 11
SCN2A-related developmental and epileptic encephalopathy	MONDO:0013388	developmental and epileptic encephalopathy, 11
SCN2A-related early infantile epileptic encephalopathy	MONDO:0013388	developmental and epileptic encephalopathy, 11
SCN2A-related early-onset epileptic encephalopathy	MONDO:0013388	developmental and epileptic encephalopathy, 11
SCN2A-related epilepsy	MONDO:0011904	seizures, benign familial infantile, 3
SCN2A-related epilepsy syndrome	MONDO:0011904	seizures, benign familial infantile, 3
SCN2A-related epileptic encephalopathy	MONDO:0013388	developmental and epileptic encephalopathy, 11
SCN2A-related neonatal epileptic encephalopathy	MONDO:0013388	developmental and epileptic encephalopathy, 11
SCN5A-associated dilated cardiomyopathy	MONDO:0011003	dilated cardiomyopathy 1E
SCN5A-related dilated cardiomyopathy	MONDO:0011003	dilated cardiomyopathy 1E
SCN8A-related Epileptic Encephalopathy	MONDO:0013801	developmental and epileptic encephalopathy, 13
SCN8A-related epilepsies	MONDO:0014903	seizures, benign familial infantile, 5
SCN8A-related epilepsy	MONDO:0014903	seizures, benign familial infantile, 5
SCN8A-related epileptic encephalopathy	MONDO:0013801	developmental and epileptic encephalopathy, 13
SELENON-related congenital muscular dystrophy	MONDO:0100100	SELENON-related myopathy
SELENON-related myopathy (SEPN1-related myopathy)	MONDO:0100100	SELENON-related myopathy
SEPN1-related Myopathy (Rigid Spine Muscular Dystrophy)	MONDO:0011271	rigid spine muscular dystrophy 1
SEPN1-related congenital muscular dystrophy	MONDO:0011271	rigid spine muscular dystrophy 1
SEPN1-related myopathy	MONDO:0100100	SELENON-related myopathy
SEPN1-related myopathy (Rigid Spine Muscular Dystrophy 1)	MONDO:0011271	rigid spine muscular dystrophy 1
SEPN1-related myopathy (Rigid Spine Muscular Dystrophy)	MONDO:0011271	rigid spine muscular dystrophy 1
SEPN1-related myopathy (Rigid spine muscular dystrophy)	MONDO:0011271	rigid spine muscular dystrophy 1
SHH mutation-associated holoprosencephaly	MONDO:0007733	holoprosencephaly 3
SHORT Syndrome	MONDO:0010026	SHORT syndrome
SIX3 mutation-associated holoprosencephaly	MONDO:0007999	holoprosencephaly 2
SLC13A5 deficiency	MONDO:0014392	developmental and epileptic encephalopathy, 25
SLC13A5 deficiency (Epileptic encephalopathy, early infantile, type 25)	MONDO:0014392	developmental and epileptic encephalopathy, 25
SLC13A5-related epileptic encephalopathy	MONDO:0014392	developmental and epileptic encephalopathy, 25
SLC25A22-Related Epileptic Encephalopathy	MONDO:0012245	developmental and epileptic encephalopathy, 3
SLC25A22-related early infantile epileptic encephalopathy	MONDO:0012245	developmental and epileptic encephalopathy, 3
SLC25A22-related epileptic encephalopathy	MONDO:0012245	developmental and epileptic encephalopathy, 3
SLC25A4-related Progressive External Ophthalmoplegia	MONDO:0012238	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2
SLC25A4-related mitochondrial DNA depletion syndrome	MONDO:0014175	mitochondrial DNA depletion syndrome 12B (cardiomyopathic type), autosomal recessive
SLC2A1 deficiency syndrome (GLUT1 deficiency)	MONDO:0000188	GLUT1 deficiency syndrome
SLC2A1 deficiency syndrome (Glucose transporter type 1 deficiency)	MONDO:0000188	GLUT1 deficiency syndrome
SLC2A1 deficiency syndrome (Glut1 deficiency)	MONDO:0000188	GLUT1 deficiency syndrome
SLC35A2-CDG (Congenital Disorder of Glycosylation Type IIm)	MONDO:0011342	SLC35A1-congenital disorder of glycosylation
SLC4A1-associated distal renal tubular acidosis with hemolytic anemia	MONDO:0012700	renal tubular acidosis, distal, 4, with hemolytic anemia
SLC6A1 epileptic encephalopathy	MONDO:0014718	developmental and epileptic encephalopathy, 34
SLC6A1-related Epileptic Encephalopathy	MONDO:0014916	developmental and epileptic encephalopathy, 41
SLC6A1-related epileptic encephalopathy	MONDO:0014916	developmental and epileptic encephalopathy, 41
